ID	DOCULECT	CONCEPT	VALUE	FORM	PROTO	PROTO_FORMS	COGIDS	TOKENS
4536	ProtoBurmish	?	*dzam	dzam¹	*dzam	*dzam	63	dz a m ¹
4542	ProtoBurmish	?	*dzat	dzat⁴	*dzat	*dzat	69	dz a t ⁴
4547	ProtoBurmish	?	*dzaŋH	dzaŋ²	*dzaŋH	*dzaŋH	74	dz a ŋ ²
4551	ProtoBurmish	?	*dʒiŋH	dʒiŋ²	*dʒiŋH	*dʒiŋH	78	dʒ i ŋ ²
4555	ProtoBurmish	?	*duX	du³	*duX	*duX	82	d u ³
4558	ProtoBurmish	?	*dimH	dim²	*dimH	*dimH	85	d i m ²
4570	ProtoBurmish	?	*saH	sa²	*saH	*saH	97	s a ²
4574	ProtoBurmish	?	*daX	da³	*daX	*daX	101	d a ³
4579	ProtoBurmish	?	*dziH	dzi²	*dziH	*dziH	106	dz i ²
4580	ProtoBurmish	?	*diH	di²	*diH	*diH	107	d i ²
4581	ProtoBurmish	?	*deH	de²	*deH	*deH	108	d e ²
4582	ProtoBurmish	?	*djaiH	djai²	*djaiH	*djaiH	109	d j ai ²
4583	ProtoBurmish	?	*djiH	dji²	*djiH	*djiH	110	d j i ²
4584	ProtoBurmish	?	*djeH	dje²	*djeH	*djeH	111	d j e ²
4585	ProtoBurmish	?	*dzɛH	dzɛ²	*dzɛH	*dzɛH	112	dz ɛ ²
4586	ProtoBurmish	?	*dʒeH	dʒe²	*dʒeH	*dʒeH	113	dʒ e ²
4587	ProtoBurmish	?	*dʒɛH	dʒɛ²	*dʒɛH	*dʒɛH	114	dʒ ɛ ²
4589	ProtoBurmish	?	*damH	dam²	*damH	*damH	116	d a m ²
4590	ProtoBurmish	?	*dzamH	dzam²	*dzamH	*dzamH	117	dz a m ²
4593	ProtoBurmish	?	*diŋ	diŋ¹	*diŋ	*diŋ	120	d i ŋ ¹
4595	ProtoBurmish	?	*dʒiŋ	dʒiŋ¹	*dʒiŋ	*dʒiŋ	122	dʒ i ŋ ¹
4597	ProtoBurmish	?	*dzu	dzu¹	*dzu	*dzu	124	dz u ¹
4601	ProtoBurmish	?	*dʒat	dʒat⁴	*dʒat	*dʒat	128	dʒ a t ⁴
4606	ProtoBurmish	?	*dzin	dzin¹	*dzin	*dzin	133	dz i n ¹
4609	ProtoBurmish	?	*koX	ko³	*koX	*koX	136	k o ³
4612	ProtoBurmish	?	*gji	gji¹	*gji	*gji	139	g j i ¹
4623	ProtoBurmish	?	*mjinH	mjin²	*mjinH	*mjinH	150	m j i n ²
4624	ProtoBurmish	?	*mimH	mim²	*mimH	*mimH	151	m i m ²
4625	ProtoBurmish	?	*minH	min²	*minH	*minH	152	m i n ²
4626	ProtoBurmish	?	*njimH	njim²	*njimH	*njimH	153	n j i m ²
4627	ProtoBurmish	?	*njinH	njin²	*njinH	*njinH	154	n j i n ²
4628	ProtoBurmish	?	*nimH	nim²	*nimH	*nimH	155	n i m ²
4629	ProtoBurmish	?	*ninH	nin²	*ninH	*ninH	156	n i n ²
4630	ProtoBurmish	?	*ɲimH	ɲim²	*ɲimH	*ɲimH	157	ɲ i m ²
4631	ProtoBurmish	?	*ɲinH	ɲin²	*ɲinH	*ɲinH	158	ɲ i n ²
4632	ProtoBurmish	?	*gamH	gam²	*gamH	*gamH	159	g a m ²
4645	ProtoBurmish	?	*gjim	gjim¹	*gjim	*gjim	172	g j i m ¹
4646	ProtoBurmish	?	*grum	grum¹	*grum	*grum	173	g r u m ¹
4647	ProtoBurmish	?	*grim	grim¹	*grim	*grim	174	g r i m ¹
4650	ProtoBurmish	?	*gre	gre¹	*gre	*gre	177	g r e ¹
4654	ProtoBurmish	?	*gjanH	gjan²	*gjanH	*gjanH	181	g j a n ²
4655	ProtoBurmish	?	*gramH	gram²	*gramH	*gramH	182	g r a m ²
4658	ProtoBurmish	?	*gjiX	gji³	*gjiX	*gjiX	185	g j i ³
4659	ProtoBurmish	?	*greX	gre³	*greX	*greX	186	g r e ³
4660	ProtoBurmish	?	*gjɛX	gjɛ³	*gjɛX	*gjɛX	187	g j ɛ ³
4664	ProtoBurmish	?	*grɛ	grɛ¹	*grɛ	*grɛ	191	g r ɛ ¹
4666	ProtoBurmish	?	*kjak	kjak⁴	*kjak	*kjak	193	k j a k ⁴
4668	ProtoBurmish	?	*grɛH	grɛ²	*grɛH	*grɛH	195	g r ɛ ²
4671	ProtoBurmish	?	*ru	ru¹	*ru	*ru	198	r u ¹
4672	ProtoBurmish	?	*ruH	ru²	*ruH	*ruH	199	r u ²
4673	ProtoBurmish	?	*ruX	ru³	*ruX	*ruX	200	r u ³
4676	ProtoBurmish	?	*gu	gu¹	*gu	*gu	203	g u ¹
4680	ProtoBurmish	?	*ʔja	ˀja¹	*ʔja	*ʔja	207	ˀj a ¹
4682	ProtoBurmish	?	*ʔjaH	ˀja²	*ʔjaH	*ʔjaH	209	ˀj a ²
4685	ProtoBurmish	?	*ʔjam	ˀjam¹	*ʔjam	*ʔjam	212	ˀj a m ¹
4686	ProtoBurmish	?	*jan	jan¹	*jan	*jan	213	j a n ¹
4688	ProtoBurmish	?	*janH	jan²	*janH	*janH	215	j a n ²
4689	ProtoBurmish	?	*ʔjamH	ˀjam²	*ʔjamH	*ʔjamH	216	ˀj a m ²
4691	ProtoBurmish	?	*ʔjap	ˀjap⁴	*ʔjap	*ʔjap	218	ˀj a p ⁴
4692	ProtoBurmish	?	*jat	jat⁴	*jat	*jat	219	j a t ⁴
4695	ProtoBurmish	?	*jup	jup⁴	*jup	*jup	222	j u p ⁴
4696	ProtoBurmish	?	*ʔip	ʔip⁴	*ʔip	*ʔip	223	ʔ i p ⁴
4697	ProtoBurmish	?	*ʔjip	ˀjip⁴	*ʔjip	*ʔjip	224	ˀj i p ⁴
4698	ProtoBurmish	?	*ʔjit	ˀjit⁴	*ʔjit	*ʔjit	225	ˀj i t ⁴
4699	ProtoBurmish	?	*ʔit	ʔit⁴	*ʔit	*ʔit	226	ʔ i t ⁴
4700	ProtoBurmish	?	*jit	jit⁴	*jit	*jit	227	j i t ⁴
4702	ProtoBurmish	?	*juH	ju²	*juH	*juH	229	j u ²
4703	ProtoBurmish	?	*juX	ju³	*juX	*juX	230	j u ³
4704	ProtoBurmish	?	*ʔju	ˀju¹	*ʔju	*ʔju	231	ˀj u ¹
4708	ProtoBurmish	?	*ʔjiH	ˀji²	*ʔjiH	*ʔjiH	235	ˀj i ²
4709	ProtoBurmish	?	*ʔjeH	ˀje²	*ʔjeH	*ʔjeH	236	ˀj e ²
4710	ProtoBurmish	?	*ʔaiH	ʔai²	*ʔaiH	*ʔaiH	237	ʔ ai ²
4711	ProtoBurmish	?	*ʔiH	ʔi²	*ʔiH	*ʔiH	238	ʔ i ²
4712	ProtoBurmish	?	*ʔeH	ʔe²	*ʔeH	*ʔeH	239	ʔ e ²
4713	ProtoBurmish	?	*jaiH	jai²	*jaiH	*jaiH	240	j ai ²
4714	ProtoBurmish	?	*jiH	ji²	*jiH	*jiH	241	j i ²
4715	ProtoBurmish	?	*jeH	je²	*jeH	*jeH	242	j e ²
4725	ProtoBurmish	?	*kan	kan¹	*kan	*kan	252	k a n ¹
4729	ProtoBurmish	?	*kraX	kra³	*kraX	*kraX	256	k r a ³
4731	ProtoBurmish	?	*kjan	kjan¹	*kjan	*kjan	258	k j a n ¹
4732	ProtoBurmish	?	*kram	kram¹	*kram	*kram	259	k r a m ¹
4734	ProtoBurmish	?	*kjat	kjat⁴	*kjat	*kjat	261	k j a t ⁴
4735	ProtoBurmish	?	*krap	krap⁴	*krap	*krap	262	k r a p ⁴
4736	ProtoBurmish	?	*krat	krat⁴	*krat	*krat	263	k r a t ⁴
4739	ProtoBurmish	?	*ʔkrap	ˀkrap⁴	*ʔkrap	*ʔkrap	266	ˀk r a p ⁴
4740	ProtoBurmish	?	*ʔkrat	ˀkrat⁴	*ʔkrat	*ʔkrat	267	ˀk r a t ⁴
4744	ProtoBurmish	?	*kraŋ	kraŋ¹	*kraŋ	*kraŋ	271	k r a ŋ ¹
4746	ProtoBurmish	?	*kraŋX	kraŋ³	*kraŋX	*kraŋX	273	k r a ŋ ³
4750	ProtoBurmish	?	*kjai	kjai¹	*kjai	*kjai	277	k j ai ¹
4755	ProtoBurmish	?	*kjuH	kju²	*kjuH	*kjuH	282	k j u ²
4757	ProtoBurmish	?	*kru	kru¹	*kru	*kru	284	k r u ¹
4758	ProtoBurmish	?	*kruH	kru²	*kruH	*kruH	285	k r u ²
4759	ProtoBurmish	?	*kruX	kru³	*kruX	*kruX	286	k r u ³
4760	ProtoBurmish	?	*kre	kre¹	*kre	*kre	287	k r e ¹
4762	ProtoBurmish	?	*kjiH	kji²	*kjiH	*kjiH	289	k j i ²
4764	ProtoBurmish	?	*ʔkre	ˀkre¹	*ʔkre	*ʔkre	291	ˀk r e ¹
4766	ProtoBurmish	?	*kri	kri¹	*kri	*kri	293	k r i ¹
4767	ProtoBurmish	?	*kriH	kri²	*kriH	*kriH	294	k r i ²
4768	ProtoBurmish	?	*kriX	kri³	*kriX	*kriX	295	k r i ³
4769	ProtoBurmish	?	*ʔkjaiH	ˀkjai²	*ʔkjaiH	*ʔkjaiH	296	ˀk j ai ²
4770	ProtoBurmish	?	*ʔkjeH	ˀkje²	*ʔkjeH	*ʔkjeH	297	ˀk j e ²
4771	ProtoBurmish	?	*kjaiH	kjai²	*kjaiH	*kjaiH	298	k j ai ²
4772	ProtoBurmish	?	*kjeH	kje²	*kjeH	*kjeH	299	k j e ²
4774	ProtoBurmish	?	*ʔkjeX	ˀkje³	*ʔkjeX	*ʔkjeX	301	ˀk j e ³
4775	ProtoBurmish	?	*kjaiX	kjai³	*kjaiX	*kjaiX	302	k j ai ³
4778	ProtoBurmish	?	*kliH	kli²	*kliH	*kliH	305	k l i ²
4780	ProtoBurmish	?	*kreX	kre³	*kreX	*kreX	307	k r e ³
4782	ProtoBurmish	?	*krik	krik⁴	*krik	*krik	309	k r i k ⁴
4786	ProtoBurmish	?	*ʔkoH	ˀko²	*ʔkoH	*ʔkoH	313	ˀk o ²
4793	ProtoBurmish	?	*kɛ	kɛ¹	*kɛ	*kɛ	320	k ɛ ¹
4795	ProtoBurmish	?	*kjip	kjip⁴	*kjip	*kjip	322	k j i p ⁴
4797	ProtoBurmish	?	*krip	krip⁴	*krip	*krip	324	k r i p ⁴
4799	ProtoBurmish	?	*klup	klup⁴	*klup	*klup	326	k l u p ⁴
4800	ProtoBurmish	?	*ʔkrup	ˀkrup⁴	*ʔkrup	*ʔkrup	327	ˀk r u p ⁴
4801	ProtoBurmish	?	*ʔkrop	ˀkrop⁴	*ʔkrop	*ʔkrop	328	ˀk r o p ⁴
4802	ProtoBurmish	?	*krop	krop⁴	*krop	*krop	329	k r o p ⁴
4812	ProtoBurmish	?	*ʔok	ʔok⁴	*ʔok	*ʔok	339	ʔ o k ⁴
4813	ProtoBurmish	?	*wok	wok⁴	*wok	*wok	340	w o k ⁴
4818	ProtoBurmish	?	*lan	lan¹	*lan	*lan	345	l a n ¹
4821	ProtoBurmish	?	*roŋH	roŋ²	*roŋH	*roŋH	348	r o ŋ ²
4827	ProtoBurmish	?	*ʔljai	ˀljai¹	*ʔljai	*ʔljai	354	ˀl j ai ¹
4828	ProtoBurmish	?	*ʔlji	ˀlji¹	*ʔlji	*ʔlji	355	ˀl j i ¹
4829	ProtoBurmish	?	*ʔlje	ˀlje¹	*ʔlje	*ʔlje	356	ˀl j e ¹
4832	ProtoBurmish	?	*ʔle	ˀle¹	*ʔle	*ʔle	359	ˀl e ¹
4834	ProtoBurmish	?	*leH	le²	*leH	*leH	361	l e ²
4835	ProtoBurmish	?	*laiH	lai²	*laiH	*laiH	362	l ai ²
4837	ProtoBurmish	?	*ʔljiH	ˀlji²	*ʔljiH	*ʔljiH	364	ˀl j i ²
4838	ProtoBurmish	?	*ʔljeH	ˀlje²	*ʔljeH	*ʔljeH	365	ˀl j e ²
4839	ProtoBurmish	?	*ʔlaiH	ˀlai²	*ʔlaiH	*ʔlaiH	366	ˀl ai ²
4841	ProtoBurmish	?	*ʔleH	ˀle²	*ʔleH	*ʔleH	368	ˀl e ²
4851	ProtoBurmish	?	*limH	lim²	*limH	*limH	378	l i m ²
4854	ProtoBurmish	?	*ʔlit	ˀlit⁴	*ʔlit	*ʔlit	381	ˀl i t ⁴
4858	ProtoBurmish	?	*mamX	mam³	*mamX	*mamX	385	m a m ³
4860	ProtoBurmish	?	*map	map⁴	*map	*map	387	m a p ⁴
4865	ProtoBurmish	?	*ʔmeX	ˀme³	*ʔmeX	*ʔmeX	392	ˀm e ³
4869	ProtoBurmish	?	*mɛH	mɛ²	*mɛH	*mɛH	396	m ɛ ²
4872	ProtoBurmish	?	*mreH	mre²	*mreH	*mreH	399	m r e ²
4874	ProtoBurmish	?	*mjiH	mji²	*mjiH	*mjiH	401	m j i ²
4876	ProtoBurmish	?	*mri	mri¹	*mri	*mri	403	m r i ¹
4877	ProtoBurmish	?	*mriH	mri²	*mriH	*mriH	404	m r i ²
4878	ProtoBurmish	?	*mriX	mri³	*mriX	*mriX	405	m r i ³
4880	ProtoBurmish	?	*mjaiH	mjai²	*mjaiH	*mjaiH	407	m j ai ²
4881	ProtoBurmish	?	*njaiH	njai²	*njaiH	*njaiH	408	n j ai ²
4882	ProtoBurmish	?	*njiH	nji²	*njiH	*njiH	409	n j i ²
4883	ProtoBurmish	?	*njeH	nje²	*njeH	*njeH	410	n j e ²
4884	ProtoBurmish	?	*ɲaiH	ɲai²	*ɲaiH	*ɲaiH	411	ɲ ai ²
4885	ProtoBurmish	?	*ɲiH	ɲi²	*ɲiH	*ɲiH	412	ɲ i ²
4886	ProtoBurmish	?	*ɲeH	ɲe²	*ɲeH	*ɲeH	413	ɲ e ²
4888	ProtoBurmish	?	*mjaiX	mjai³	*mjaiX	*mjaiX	415	m j ai ³
4889	ProtoBurmish	?	*mjeX	mje³	*mjeX	*mjeX	416	m j e ³
4890	ProtoBurmish	?	*maiX	mai³	*maiX	*maiX	417	m ai ³
4891	ProtoBurmish	?	*meX	me³	*meX	*meX	418	m e ³
4892	ProtoBurmish	?	*njaiX	njai³	*njaiX	*njaiX	419	n j ai ³
4893	ProtoBurmish	?	*njiX	nji³	*njiX	*njiX	420	n j i ³
4894	ProtoBurmish	?	*njeX	nje³	*njeX	*njeX	421	n j e ³
4895	ProtoBurmish	?	*neX	ne³	*neX	*neX	422	n e ³
4896	ProtoBurmish	?	*ɲaiX	ɲai³	*ɲaiX	*ɲaiX	423	ɲ ai ³
4897	ProtoBurmish	?	*ɲiX	ɲi³	*ɲiX	*ɲiX	424	ɲ i ³
4898	ProtoBurmish	?	*ɲeX	ɲe³	*ɲeX	*ɲeX	425	ɲ e ³
4900	ProtoBurmish	?	*ʔmjiH	ˀmji²	*ʔmjiH	*ʔmjiH	427	ˀm j i ²
4901	ProtoBurmish	?	*ʔmjiX	ˀmji³	*ʔmjiX	*ʔmjiX	428	ˀm j i ³
4902	ProtoBurmish	?	*ʔmri	ˀmri¹	*ʔmri	*ʔmri	429	ˀm r i ¹
4903	ProtoBurmish	?	*ʔmriH	ˀmri²	*ʔmriH	*ʔmriH	430	ˀm r i ²
4904	ProtoBurmish	?	*ʔmriX	ˀmri³	*ʔmriX	*ʔmriX	431	ˀm r i ³
4908	ProtoBurmish	?	*mra	mra¹	*mra	*mra	435	m r a ¹
4912	ProtoBurmish	?	*njak	njak⁴	*njak	*njak	439	n j a k ⁴
4913	ProtoBurmish	?	*ɲak	ɲak⁴	*ɲak	*ɲak	440	ɲ a k ⁴
4920	ProtoBurmish	?	*mjuH	mju²	*mjuH	*mjuH	447	m j u ²
4921	ProtoBurmish	?	*mjuX	mju³	*mjuX	*mjuX	448	m j u ³
4922	ProtoBurmish	?	*mru	mru¹	*mru	*mru	449	m r u ¹
4923	ProtoBurmish	?	*mruH	mru²	*mruH	*mruH	450	m r u ²
4924	ProtoBurmish	?	*mruX	mru³	*mruX	*mruX	451	m r u ³
4926	ProtoBurmish	?	*njuk	njuk⁴	*njuk	*njuk	453	n j u k ⁴
4927	ProtoBurmish	?	*ɲuk	ɲuk⁴	*ɲuk	*ɲuk	454	ɲ u k ⁴
4928	ProtoBurmish	?	*mruk	mruk⁴	*mruk	*mruk	455	m r u k ⁴
4938	ProtoBurmish	?	*muX	mu³	*muX	*muX	465	m u ³
4943	ProtoBurmish	?	*nan	nan¹	*nan	*nan	470	n a n ¹
4945	ProtoBurmish	?	*nanH	nan²	*nanH	*nanH	472	n a n ²
4947	ProtoBurmish	?	*ʔnan	ˀnan¹	*ʔnan	*ʔnan	474	ˀn a n ¹
4949	ProtoBurmish	?	*namX	nam³	*namX	*namX	476	n a m ³
4951	ProtoBurmish	?	*nat	nat⁴	*nat	*nat	478	n a t ⁴
4953	ProtoBurmish	?	*niH	ni²	*niH	*niH	480	n i ²
4955	ProtoBurmish	?	*njui	njui¹	*njui	*njui	482	n j ui ¹
4956	ProtoBurmish	?	*ɲui	ɲui¹	*ɲui	*ɲui	483	ɲ ui ¹
4962	ProtoBurmish	?	*ŋje	ŋje¹	*ŋje	*ŋje	489	ŋ j e ¹
4965	ProtoBurmish	?	*ŋjeX	ŋje³	*ŋjeX	*ŋjeX	492	ŋ j e ³
4970	ProtoBurmish	?	*nuH	nu²	*nuH	*nuH	497	n u ²
4982	ProtoBurmish	?	*pra	pra¹	*pra	*pra	509	p r a ¹
4984	ProtoBurmish	?	*prak	prak⁴	*prak	*prak	511	p r a k ⁴
4986	ProtoBurmish	?	*prik	prik⁴	*prik	*prik	513	p r i k ⁴
4988	ProtoBurmish	?	*prɛX	prɛ³	*prɛX	*prɛX	515	p r ɛ ³
4989	ProtoBurmish	?	*plʊ	plʊ¹	*plʊ	*plʊ	516	p l ʊ ¹
4992	ProtoBurmish	?	*prʊ	prʊ¹	*prʊ	*prʊ	519	p r ʊ ¹
4994	ProtoBurmish	?	*ʔprʊ	ˀprʊ¹	*ʔprʊ	*ʔprʊ	521	ˀp r ʊ ¹
4996	ProtoBurmish	?	*pjo	pjo¹	*pjo	*pjo	523	p j o ¹
5004	ProtoBurmish	?	*se	se¹	*se	*se	531	s e ¹
5008	ProtoBurmish	?	*rʊ	rʊ¹	*rʊ	*rʊ	535	r ʊ ¹
5016	ProtoBurmish	?	*ʔranH	ˀran²	*ʔranH	*ʔranH	543	ˀr a n ²
5018	ProtoBurmish	?	*sanX	san³	*sanX	*sanX	545	s a n ³
5021	ProtoBurmish	?	*njaH	nja²	*njaH	*njaH	548	n j a ²
5022	ProtoBurmish	?	*ɲaH	ɲa²	*ɲaH	*ɲaH	549	ɲ a ²
5024	ProtoBurmish	?	*ʃik	ʃik⁴	*ʃik	*ʃik	551	ʃ i k ⁴
5026	ProtoBurmish	?	*ʔsiŋ	ˀsiŋ¹	*ʔsiŋ	*ʔsiŋ	553	ˀs i ŋ ¹
5027	ProtoBurmish	?	*ʃiŋ	ʃiŋ¹	*ʃiŋ	*ʃiŋ	554	ʃ i ŋ ¹
5029	ProtoBurmish	?	*ʔjin	ˀjin¹	*ʔjin	*ʔjin	556	ˀj i n ¹
5030	ProtoBurmish	?	*ʔim	ʔim¹	*ʔim	*ʔim	557	ʔ i m ¹
5031	ProtoBurmish	?	*ʔin	ʔin¹	*ʔin	*ʔin	558	ʔ i n ¹
5032	ProtoBurmish	?	*jim	jim¹	*jim	*jim	559	j i m ¹
5033	ProtoBurmish	?	*jin	jin¹	*jin	*jin	560	j i n ¹
5036	ProtoBurmish	?	*ʃiŋH	ʃiŋ²	*ʃiŋH	*ʃiŋH	563	ʃ i ŋ ²
5040	ProtoBurmish	?	*ʔsoH	ˀso²	*ʔsoH	*ʔsoH	567	ˀs o ²
5043	ProtoBurmish	?	*suiH	sui²	*suiH	*suiH	570	s ui ²
5044	ProtoBurmish	?	*ʃuiH	ʃui²	*ʃuiH	*ʃuiH	571	ʃ ui ²
5045	ProtoBurmish	?	*ʔruiH	ˀrui²	*ʔruiH	*ʔruiH	572	ˀr ui ²
5048	ProtoBurmish	?	*ʔsumH	ˀsum²	*ʔsumH	*ʔsumH	575	ˀs u m ²
5049	ProtoBurmish	?	*ʔrumH	ˀrum²	*ʔrumH	*ʔrumH	576	ˀr u m ²
5051	ProtoBurmish	?	*sim	sim¹	*sim	*sim	578	s i m ¹
5052	ProtoBurmish	?	*ʃumH	ʃum²	*ʃumH	*ʃumH	579	ʃ u m ²
5055	ProtoBurmish	?	*ʔrut	ˀrut⁴	*ʔrut	*ʔrut	582	ˀr u t ⁴
5056	ProtoBurmish	?	*sit	sit⁴	*sit	*sit	583	s i t ⁴
5057	ProtoBurmish	?	*ʃut	ʃut⁴	*ʃut	*ʃut	584	ʃ u t ⁴
5058	ProtoBurmish	?	*ʔsit	ˀsit⁴	*ʔsit	*ʔsit	585	ˀs i t ⁴
5059	ProtoBurmish	?	*tsak	tsak⁴	*tsak	*tsak	586	ts a k ⁴
5063	ProtoBurmish	?	*tsaŋ	tsaŋ¹	*tsaŋ	*tsaŋ	590	ts a ŋ ¹
5069	ProtoBurmish	?	*tsaŋX	tsaŋ³	*tsaŋX	*tsaŋX	596	ts a ŋ ³
5071	ProtoBurmish	?	*ʔto	ˀto¹	*ʔto	*ʔto	598	ˀt o ¹
5075	ProtoBurmish	?	*ʔtʃaH	ˀtʃa²	*ʔtʃaH	*ʔtʃaH	602	ˀtʃ a ²
5077	ProtoBurmish	?	*tʃaH	tʃa²	*tʃaH	*tʃaH	604	tʃ a ²
5079	ProtoBurmish	?	*kjaH	kja²	*kjaH	*kjaH	606	k j a ²
5080	ProtoBurmish	?	*tsaX	tsa³	*tsaX	*tsaX	607	ts a ³
5082	ProtoBurmish	?	*ʔtsam	ˀtsam¹	*ʔtsam	*ʔtsam	609	ˀts a m ¹
5083	ProtoBurmish	?	*ʔtʃam	ˀtʃam¹	*ʔtʃam	*ʔtʃam	610	ˀtʃ a m ¹
5084	ProtoBurmish	?	*tʃam	tʃam¹	*tʃam	*tʃam	611	tʃ a m ¹
5086	ProtoBurmish	?	*tsaŋH	tsaŋ²	*tsaŋH	*tsaŋH	613	ts a ŋ ²
5093	ProtoBurmish	?	*tsu	tsu¹	*tsu	*tsu	620	ts u ¹
5094	ProtoBurmish	?	*tsuX	tsu³	*tsuX	*tsuX	621	ts u ³
5095	ProtoBurmish	?	*ʔtʃu	ˀtʃu¹	*ʔtʃu	*ʔtʃu	622	ˀtʃ u ¹
5096	ProtoBurmish	?	*ʔtʃuX	ˀtʃu³	*ʔtʃuX	*ʔtʃuX	623	ˀtʃ u ³
5097	ProtoBurmish	?	*tʃu	tʃu¹	*tʃu	*tʃu	624	tʃ u ¹
5098	ProtoBurmish	?	*ʔtsu	ˀtsu¹	*ʔtsu	*ʔtsu	625	ˀts u ¹
5099	ProtoBurmish	?	*ʔtsuX	ˀtsu³	*ʔtsuX	*ʔtsuX	626	ˀts u ³
5102	ProtoBurmish	?	*tu	tu¹	*tu	*tu	629	t u ¹
5103	ProtoBurmish	?	*tuX	tu³	*tuX	*tuX	630	t u ³
5107	ProtoBurmish	?	*tʊ	tʊ¹	*tʊ	*tʊ	634	t ʊ ¹
5112	ProtoBurmish	?	*tʃat	tʃat⁴	*tʃat	*tʃat	639	tʃ a t ⁴
5118	ProtoBurmish	?	*tsiH	tsi²	*tsiH	*tsiH	645	ts i ²
5121	ProtoBurmish	?	*tʃiX	tʃi³	*tʃiX	*tʃiX	648	tʃ i ³
5123	ProtoBurmish	?	*ʔoH	ʔo²	*ʔoH	*ʔoH	650	ʔ o ²
5124	ProtoBurmish	?	*woH	wo²	*woH	*woH	651	w o ²
5128	ProtoBurmish	?	*wanH	wan²	*wanH	*wanH	655	w a n ²
5130	ProtoBurmish	?	*wanX	wan³	*wanX	*wanX	657	w a n ³
5136	ProtoBurmish	?	*kut	kut⁴	*kut	*kut	663	k u t ⁴
5142	ProtoBurmish	?	*mjai	mjai¹	*mjai	*mjai	669	m j ai ¹
5143	ProtoBurmish	?	*mje	mje¹	*mje	*mje	670	m j e ¹
5144	ProtoBurmish	?	*mai	mai¹	*mai	*mai	671	m ai ¹
5145	ProtoBurmish	?	*mi	mi¹	*mi	*mi	672	m i ¹
5146	ProtoBurmish	?	*me	me¹	*me	*me	673	m e ¹
5147	ProtoBurmish	?	*njai	njai¹	*njai	*njai	674	n j ai ¹
5148	ProtoBurmish	?	*nji	nji¹	*nji	*nji	675	n j i ¹
5149	ProtoBurmish	?	*nje	nje¹	*nje	*nje	676	n j e ¹
5150	ProtoBurmish	?	*ɲai	ɲai¹	*ɲai	*ɲai	677	ɲ ai ¹
5151	ProtoBurmish	?	*ɲi	ɲi¹	*ɲi	*ɲi	678	ɲ i ¹
5152	ProtoBurmish	?	*ɲe	ɲe¹	*ɲe	*ɲe	679	ɲ e ¹
5158	ProtoBurmish	?	*ŋrak	ŋrak⁴	*ŋrak	*ŋrak	685	ŋ r a k ⁴
5161	ProtoBurmish	?	*njap	njap⁴	*njap	*njap	688	n j a p ⁴
5162	ProtoBurmish	?	*ɲap	ɲap⁴	*ɲap	*ɲap	689	ɲ a p ⁴
5163	ProtoBurmish	?	*ŋjap	ŋjap⁴	*ŋjap	*ŋjap	690	ŋ j a p ⁴
5164	ProtoBurmish	?	*ŋrap	ŋrap⁴	*ŋrap	*ŋrap	691	ŋ r a p ⁴
5165	ProtoBurmish	?	*ŋrat	ŋrat⁴	*ŋrat	*ŋrat	692	ŋ r a t ⁴
5167	ProtoBurmish	?	*ŋuH	ŋu²	*ŋuH	*ŋuH	694	ŋ u ²
